Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,48,,Low,Commercial associate,,Semi-Urban,36058.25,430.97,N,Y,3,865.45,0,Active,938,,2,Rural,1,59625.92,27043.69
F,63,1832.9,High,Pensioner,,Semi-Urban,63341.18,302.96,N,Y,2,682.93,0,Inactive,916,1832.9,4,Semi-Urban,0,112575.7,44338.83
F,57,1899.56,Low,Working,Laborers,Semi-Urban,39300.47,242.54,N,N,3,655.35,0,Unpossessed,317,1899.56,1,Rural,1,74198.85,27510.33
M,35,5524.47,Low,Commercial associate,Sales staff,Urban,69820.7,615.4,N,Y,2,735.8,0,Unpossessed,743,5524.47,2,Rural,1,89233.31,45383.46
M,45,1384.58,Low,Working,Core staff,Semi-Urban,73170.2,274.43,Y,Y,4,787.42,0,Active,651,1384.58,1,Semi-Urban,1,127486.51,54877.65
M,18,4119.48,Low,Working,,Rural,71268.91,537.42,Y,Y,2,635.01,0,Inactive,613,,3,Urban,0,94258.22,0
M,21,2956.43,Low,Commercial associate,Laborers,Semi-Urban,36283.5,288.12,Y,Y,1,662.86,0,Inactive,825,2956.43,2,Semi-Urban,1,52030.86,25398.45
M,29,2246.4,Low,Working,,Semi-Urban,35817.2,354.84,N,N,4,805.08,0,Unpossessed,761,2246.4,1,Urban,1,60049.11,25072.04
F,36,3057.31,Low,Commercial associate,,Semi-Urban,54579.46,313.38,Y,N,2,702.77,0,Inactive,752,3057.31,3,Semi-Urban,1,66386.53,35476.65
M,54,1215.82,Low,Working,,Semi-Urban,70786.15,380.85,Y,N,4,783.67,0,Inactive,228,1215.82,2,Semi-Urban,1,98033.88,53089.61
F,18,2839.41,Low,Working,Sales staff,Rural,102667.62,421.05,N,Y,2,635.7,1,Inactive,518,2839.41,1,Semi-Urban,1,153338.75,0
F,63,5318.33,Low,State servant,Laborers,Semi-Urban,98541.75,520.05,Y,N,3,825.67,0,Inactive,996,5318.33,1,Urban,1,115113.95,0
F,18,1287.95,Low,Working,,Rural,48308.01,243.86,N,Y,3,617.78,0,Inactive,555,,2,Urban,0,55996.8,0
M,18,663.58,Low,Working,Core staff,Semi-Urban,18826.27,141.44,N,Y,2,733.29,0,Active,627,663.58,4,Semi-Urban,1,28597.83,0
F,22,,Low,Commercial associate,Sales staff,Urban,64978.13,290.37,N,Y,4,780.37,0,Active,417,,3,Rural,1,112359.92,48733.6
F,34,2469.02,Low,Commercial associate,Security staff,Semi-Urban,68900.36,491.87,N,Y,2,631.29,0,Active,207,2469.02,4,Semi-Urban,1,126229.23,0
F,18,,Low,Working,Drivers,Rural,75792.62,312.48,Y,N,4,,1,Active,80,,1,Semi-Urban,1,92971.91,0
F,31,2282.36,Low,Working,Cooking staff,Semi-Urban,165247.31,481.15,Y,N,2,756.17,0,Active,892,2282.36,2,Rural,1,305085.75,132197.85
M,28,5006.92,Low,Working,,Semi-Urban,25952.43,140.85,Y,Y,2,630.68,0,Active,6,5006.92,2,Rural,1,42556.19,0
M,36,2474.63,Low,Working,Sales staff,Rural,122051.49,669.38,N,N,2,666.49,1,Inactive,618,2474.63,2,Urban,0,220540.34,0
M,18,2161.67,Low,Working,,Semi-Urban,36870.87,202.97,N,Y,3,774.08,0,Unpossessed,937,2161.67,4,Semi-Urban,1,47249.06,0
F,25,3401.24,Low,State servant,High skill tech staff,Rural,83282.22,486.66,Y,Y,3,658.8,0,Unpossessed,557,3401.24,2,Semi-Urban,0,95848.53,0
M,52,5184.97,Low,Working,Laborers,Rural,136378.09,1337.57,N,Y,3,678.82,0,Unpossessed,339,5184.97,1,Urban,1,159499.57,0
M,55,8923.71,Low,Working,High skill tech staff,Rural,62123.81,559.77,N,N,,849.28,0,Active,556,8923.71,1,,1,72818.24,49699.05
F,53,1887.51,Low,Commercial associate,Medicine staff,Semi-Urban,28057.11,123.19,Y,Y,4,667.34,0,Active,682,1887.51,3,Rural,1,43486.86,18237.12
M,24,5512.67,Low,Working,Managers,Semi-Urban,75703.33,346.78,N,Y,1,808.04,0,Unpossessed,125,5512.67,2,Semi-Urban,1,123889.76,0
F,39,3423.9,Low,Working,Core staff,Semi-Urban,106883.08,342.12,Y,Y,5,657.25,0,Unpossessed,903,3423.9,4,Semi-Urban,1,156261.96,74818.16
F,61,3657.02,High,Pensioner,,Semi-Urban,85420.18,226.65,N,Y,2,773.2,0,Inactive,193,3657.02,1,Urban,1,138681.85,64065.13
F,35,4217.5,Low,Commercial associate,,Urban,172626.82,504.78,N,N,2,863.87,0,Active,954,4217.5,4,Rural,1,304077.15,172626.82
M,56,,Low,Commercial associate,Sales staff,Semi-Urban,43377.58,391.09,N,Y,4,836.56,0,Inactive,165,,3,Rural,1,80070.48,34702.06
F,64,3184.92,Low,Commercial associate,,Urban,255100.68,870.58,N,Y,1,781.49,0,Inactive,104,3184.92,4,Urban,1,372707.11,191325.51
M,30,4648.32,Low,Working,Laborers,Semi-Urban,149770.08,387.38,N,N,,728.86,0,Unpossessed,516,4648.32,1,Urban,1,272876.1,97350.55
F,48,7842.73,Low,Working,Accountants,Rural,189636.53,791.51,Y,Y,1,817.91,0,Unpossessed,616,7842.73,1,Semi-Urban,1,223507.49,142227.4
F,60,5731.85,Low,Working,Laborers,Urban,94284.09,422.64,Y,Y,3,657.15,0,Unpossessed,467,5731.85,2,Urban,1,163042.92,61284.66
M,53,3051.2,,Working,Sales staff,Urban,46558.09,244.69,N,N,1,785.58,1,Unpossessed,778,3051.2,1,Semi-Urban,1,79934.85,32590.66
M,28,2088.14,Low,Commercial associate,,Semi-Urban,58268.72,295.55,Y,N,1,686.18,0,Unpossessed,99,2088.14,1,Urban,1,101040.51,40788.1
M,18,1682.51,Low,Commercial associate,High skill tech staff,Rural,38997.46,286.18,Y,Y,2,867.47,0,Inactive,870,1682.51,4,Semi-Urban,1,69908.67,-999
F,49,1114.43,Low,Commercial associate,Sales staff,Semi-Urban,32116.1,166.68,N,N,1,761.3,0,Active,809,1114.43,3,Urban,1,50118.96,22481.27
M,56,1479.77,Low,Commercial associate,Laborers,Semi-Urban,25166.85,124.03,Y,Y,1,660.85,0,Inactive,961,1479.77,2,Urban,1,32575.93,17616.79
F,47,,Low,Working,Drivers,Rural,40041.77,208.79,Y,Y,2,685.75,0,Unpossessed,423,,3,Urban,1,52896.43,28029.24
F,64,1001,High,Pensioner,,Semi-Urban,92022.78,341.11,N,N,2,828.42,0,Unpossessed,654,1001,3,Rural,0,113223.29,64415.95
F,31,2383.05,Low,Commercial associate,Sales staff,Semi-Urban,165651.21,643.07,N,Y,2,750.32,1,,91,2383.05,3,Urban,1,254010.51,115955.85
M,18,1270.86,Low,Working,,Semi-Urban,112011.53,481.94,N,N,2,,0,Inactive,516,1270.86,1,Urban,1,203285.88,78408.07
M,18,1875.41,Low,Commercial associate,,Semi-Urban,198780,632.72,N,N,5,822.34,0,Unpossessed,995,1875.41,1,Semi-Urban,1,344260.48,0
F,18,2323.22,Low,Working,Laborers,Semi-Urban,108857.59,387.43,Y,N,3,670.36,0,Unpossessed,133,2323.22,2,Semi-Urban,0,175215.35,0
F,63,2205.68,High,Pensioner,,Semi-Urban,130128.6,414.62,Y,Y,2,798.27,1,Unpossessed,183,2205.68,4,Urban,1,173257.82,91090.02
F,41,3714.75,Low,Commercial associate,High skill tech staff,Semi-Urban,137605.44,385.56,Y,N,2,708.36,0,,989,3714.75,4,Urban,1,154220.08,96323.81
M,61,3394.74,Low,Working,Managers,Urban,273534.46,993.34,Y,N,2,868.69,0,Inactive,473,3394.74,3,Urban,1,499855.05,191474.12
M,29,1901.83,Low,Working,Laborers,Urban,84123.49,361.15,N,N,,681.52,1,Active,903,1901.83,4,Semi-Urban,1,107933.16,54680.27
M,41,3107.93,Low,Working,,Urban,76416.92,550.08,N,N,,710.27,0,Inactive,830,3107.93,2,Urban,1,107207.1,53491.84
M,60,963.53,Low,Working,Cooking staff,Semi-Urban,7309.93,78.31,N,N,1,821.84,0,Unpossessed,948,963.53,3,Rural,1,9507.74,5482.45
M,28,1071.01,,State servant,Core staff,Semi-Urban,134739.8,413.35,N,Y,3,710.12,0,Active,432,1071.01,2,Semi-Urban,1,171688.79,87580.87
F,45,,Low,Commercial associate,Managers,Semi-Urban,305018.05,963,N,N,2,700.26,0,Active,649,,2,Semi-Urban,1,496374.6,213512.63
F,50,6742.76,Low,Commercial associate,Managers,Semi-Urban,146147.49,767.7,Y,N,,857.41,1,Inactive,711,,3,Urban,1,219669.44,116917.99
F,48,2371.91,,Working,Core staff,Semi-Urban,80890.43,376.62,Y,N,4,645.9,0,Active,742,2371.91,4,Rural,0,149344.45,0
F,48,4138.18,Low,Commercial associate,Managers,Rural,191520.96,859.71,Y,N,2,780.8,1,Active,183,4138.18,4,Urban,1,229686.17,143640.72
M,60,642.3,Low,Working,,Semi-Urban,73354.73,306.07,N,N,2,835.87,1,Active,424,642.3,1,Semi-Urban,1,131946.72,58683.78
M,48,,Low,Working,Accountants,Semi-Urban,153686.62,519.05,N,Y,1,812.64,1,Inactive,260,,2,Semi-Urban,1,278676.23,107580.63
M,59,4785.24,Low,Commercial associate,Managers,Semi-Urban,109316.52,692.88,Y,Y,1,840.81,1,Unpossessed,303,4785.24,4,Urban,1,132501.43,81987.39
M,29,2255.27,Low,Working,Core staff,Semi-Urban,106249.75,505.25,N,Y,2,665.52,0,Inactive,869,,2,Urban,1,163350.78,69062.34
M,20,3089.46,Low,Working,Accountants,Urban,270399.21,754.27,N,N,3,848.8,0,Active,443,3089.46,2,Semi-Urban,1,329996.8,189279.45
F,62,3288.16,Low,Working,Managers,Semi-Urban,125252.02,353.99,Y,N,2,820.75,0,Unpossessed,555,3288.16,2,Urban,1,215978.86,100201.62
M,51,,Low,Working,,Semi-Urban,91094.43,448.03,N,Y,,795.62,0,Active,65,,3,Rural,1,164582.98,72875.54
M,32,1586.62,Low,Working,Accountants,Rural,129570,442.34,N,Y,1,833.93,1,Active,508,1586.62,4,Semi-Urban,1,237462.46,0
M,45,1258.86,Low,Working,Accountants,Semi-Urban,32427.93,304.66,Y,Y,4,789.94,0,Inactive,604,1258.86,1,Semi-Urban,1,59652.98,25942.34
F,43,2067.52,Low,Working,Core staff,Semi-Urban,35976.03,195.13,Y,Y,2,782.96,1,Active,828,2067.52,3,Rural,1,64934.72,25183.22
F,29,1972.23,Low,Commercial associate,,Rural,67253.85,273.17,N,Y,1,843.63,1,Inactive,582,1972.23,3,Urban,1,75274.68,47077.7
M,35,3830,Low,Working,Sales staff,Urban,211749.82,738.02,N,N,2,733.33,0,Unpossessed,650,3830,2,Semi-Urban,1,290621.62,148224.87
F,35,2706.91,Low,Working,Cooking staff,Rural,107970.67,449.69,N,Y,2,682.3,0,Active,310,2706.91,4,Rural,1,165565.73,0
M,64,924.21,High,Pensioner,,Semi-Urban,73691.75,402.14,N,Y,1,817.72,0,Unpossessed,881,924.21,3,Rural,1,90825.16,55268.81
F,33,4026.49,Low,Commercial associate,Security staff,Semi-Urban,175175.32,491.25,N,Y,5,696.53,0,Unpossessed,286,4026.49,2,Urban,1,230270.79,122622.72
M,60,1551.41,Low,Working,Sales staff,Semi-Urban,77566.69,374.16,N,Y,2,758.18,0,Inactive,603,1551.41,2,Rural,0,91251.13,0
M,64,3371.43,Low,Commercial associate,Laborers,Semi-Urban,75517.5,418.49,N,Y,4,677.33,0,Active,652,3371.43,3,Rural,1,88587.42,52862.25
M,22,1839.56,Low,Working,Cooking staff,Semi-Urban,87106.45,255.95,N,Y,2,647.86,0,Inactive,697,1839.56,1,Semi-Urban,0,137403.88,0
F,53,2936.04,,Working,,Semi-Urban,184974.57,600.77,N,Y,1,671.13,0,Inactive,579,2936.04,2,Semi-Urban,1,336580.58,129482.2
F,54,2246.78,Low,Commercial associate,Sales staff,Semi-Urban,44100.18,310.65,N,Y,4,745.86,1,Unpossessed,240,2246.78,2,Rural,1,78167.56,28665.12
M,41,3314.56,Low,Working,Laborers,Semi-Urban,76177.46,409.52,Y,Y,2,707.17,1,Active,454,3314.56,3,Rural,1,90853.31,49515.35
M,47,1210.15,Low,Working,HR staff,Semi-Urban,46609.35,189.47,N,Y,2,722.62,0,Active,105,1210.15,4,Semi-Urban,1,78355.23,32626.54
M,25,1333.88,Low,State servant,High skill tech staff,Semi-Urban,194665.83,555.08,Y,Y,3,792.82,0,Inactive,694,1333.88,1,Semi-Urban,1,268461.53,0
M,57,,Low,Working,Sales staff,Semi-Urban,103992.16,424.66,Y,N,1,670.12,1,Active,320,,3,Urban,-999,118168.78,72794.51
F,21,,Low,Working,High skill tech staff,Semi-Urban,40304.62,151.96,N,Y,1,795.89,0,Active,448,,4,Urban,1,66006.31,28213.23
M,59,1421.79,Low,Working,Laborers,Rural,20692.6,163.05,N,Y,1,639.38,0,Unpossessed,959,1421.79,1,Rural,1,27456.95,0
M,26,,Low,Working,Core staff,Semi-Urban,37898.38,285.04,Y,Y,4,735.27,0,,827,,3,Urban,1,50881.48,26528.87
M,18,1277.88,,Working,Sales staff,Semi-Urban,40495.59,302.1,N,Y,,683.53,1,Inactive,913,1277.88,4,Rural,1,54088.03,26322.13
F,36,,Low,Working,Cooking staff,Semi-Urban,74470.02,275.95,N,N,3,839.85,0,Unpossessed,144,,1,Urban,1,127637.1,59576.02
M,50,1154.9,Low,State servant,Core staff,Rural,48063.07,287.85,N,Y,4,660.27,0,Unpossessed,310,1154.9,4,Rural,1,80390.87,33644.15
F,18,1844.93,Low,Commercial associate,,Semi-Urban,89716.2,252.96,N,Y,,810.7,0,Inactive,966,1844.93,3,Rural,1,121665.17,71772.96
F,62,2379.2,Low,Working,Laborers,Semi-Urban,41369.51,206.06,Y,Y,3,750.37,0,Inactive,348,2379.2,4,Urban,1,71439.89,31027.13
F,18,1662.94,Low,Working,Laborers,Rural,51963.87,384.08,N,N,2,625.35,0,Active,418,1662.94,1,Rural,1,97510.85,0
M,64,959.47,High,Pensioner,,Semi-Urban,31090.58,231.67,N,Y,,795.13,0,Active,23,959.47,1,Semi-Urban,1,45719.76,23317.94
F,34,930.65,Low,Working,Laborers,Semi-Urban,147198.51,431.84,Y,Y,2,773.41,0,Active,260,930.65,2,Semi-Urban,1,238443.3,103038.96
F,64,2689.56,High,Pensioner,,Rural,124314.95,587.99,Y,Y,2,702.13,0,Active,879,2689.56,1,Urban,1,188262.54,87020.46
F,30,1852.56,Low,Working,Laborers,Semi-Urban,34751.42,154.53,N,Y,2,724.35,0,Unpossessed,934,1852.56,2,Semi-Urban,1,46749.11,22588.42
F,21,3125.13,Low,Commercial associate,,Urban,57624.93,300.38,Y,Y,2,806.62,0,Inactive,305,3125.13,2,Semi-Urban,1,99367.31,46099.94
M,49,2122.43,Low,Commercial associate,Sales staff,Semi-Urban,53834.52,290.99,N,Y,3,681.49,0,Unpossessed,330,2122.43,1,Rural,1,67400.05,34992.44
M,18,4005.19,,Commercial associate,Managers,Semi-Urban,40690.86,229.34,N,Y,1,835.8,0,Unpossessed,701,4005.19,1,Rural,1,62956.31,30518.14
M,56,2369.74,Low,State servant,Managers,Semi-Urban,256276.16,895.11,Y,Y,2,799.72,0,,536,2369.74,4,Semi-Urban,1,464216.1,205020.93
F,49,3835.03,Low,Working,Laborers,Semi-Urban,84182.93,444.12,N,Y,1,710.83,0,Unpossessed,867,3835.03,1,Urban,0,157178.38,0
F,61,2753.84,Low,Working,Drivers,Rural,224400.05,847.37,Y,Y,2,668.53,1,Active,405,2753.84,4,,1,335481.5,157080.03
F,47,1883.82,Low,Working,Drivers,Rural,175767.77,472.7,N,N,2,744.8,0,Active,393,1883.82,2,Semi-Urban,1,289365.47,123037.44
F,61,,Low,Commercial associate,,Urban,85829.54,414.09,Y,Y,2,767.25,0,Inactive,172,,2,Urban,1,-999,68663.63
F,18,3911.22,Low,Working,,Semi-Urban,143892.92,808.47,N,Y,2,659.23,0,Inactive,483,3911.22,1,Rural,1,203777.12,93530.4
M,43,4347.16,Low,Commercial associate,,Semi-Urban,84550.17,962.71,N,Y,2,667.47,0,Active,931,4347.16,2,Urban,1,141137.19,59185.12
M,22,2301.13,Low,Commercial associate,Core staff,Semi-Urban,33508.91,134.12,N,N,3,780.36,0,Unpossessed,625,2301.13,4,Rural,1,62410.28,23456.24
M,51,1115.87,Low,Working,Core staff,Semi-Urban,187482.07,555.44,N,N,2,792.85,0,Inactive,143,1115.87,4,Semi-Urban,1,-999,149985.66
M,59,1980.78,,Working,,Semi-Urban,37650.62,326.85,N,N,2,769.3,0,Unpossessed,93,1980.78,2,Semi-Urban,1,43996.03,30120.5
F,18,1214.89,Low,Commercial associate,Laborers,Semi-Urban,96867.58,350.96,N,Y,2,801.16,0,Unpossessed,289,1214.89,3,Rural,1,175837.75,67807.31
F,61,1526.33,,Working,,Semi-Urban,26741.19,135.95,N,N,2,781.42,0,Active,493,1526.33,3,Rural,1,44178.1,21392.95
M,36,2367.87,Low,Working,Core staff,Semi-Urban,100397.95,293.49,Y,Y,,812.21,0,Active,167,2367.87,3,Rural,1,114571.91,80318.36
M,51,3345.34,Low,Working,Drivers,Semi-Urban,100384.92,409.34,Y,N,2,615.31,0,Unpossessed,572,3345.34,1,,1,129360.17,0
F,65,2144.85,High,Pensioner,,Semi-Urban,123314.08,514.27,N,Y,3,663.88,0,Inactive,337,2144.85,3,Semi-Urban,0,185237.21,86319.86
M,64,,Low,Commercial associate,High skill tech staff,Semi-Urban,147522.69,464.84,N,N,1,,0,Unpossessed,146,,2,Semi-Urban,0,209539.01,0
F,37,,Low,Commercial associate,,Semi-Urban,38577.35,223.7,Y,Y,2,780.66,0,Unpossessed,93,,2,Semi-Urban,1,58199.89,28933.01
M,18,1702.52,Low,Working,Laborers,Semi-Urban,7238.49,51.71,N,Y,4,673.52,0,Active,662,1702.52,4,Semi-Urban,1,10848.8,5066.94
M,27,1555.06,Low,Working,Core staff,Semi-Urban,78540.15,263.07,Y,N,3,798.43,0,,942,1555.06,1,Rural,1,112282.87,0
F,65,2414.49,,Pensioner,,Semi-Urban,36126.74,391.1,N,Y,2,820.4,0,Unpossessed,894,2414.49,4,Semi-Urban,1,48088.14,28901.39
F,42,1991.39,Low,Commercial associate,Drivers,Semi-Urban,28047.56,179.56,N,Y,3,599.76,0,Unpossessed,54,1991.39,4,Urban,1,41298.55,0
F,46,6216.24,Low,Commercial associate,Accountants,Urban,114299.89,710.37,Y,Y,4,708.22,0,Inactive,411,,2,Rural,1,213282.01,80009.92
M,30,,Low,Working,Core staff,Semi-Urban,37735.22,400.38,N,N,3,798.17,0,Unpossessed,960,,1,Urban,1,46857.84,30188.18
F,30,1891.91,Low,Commercial associate,Managers,Semi-Urban,149136.59,591.29,N,Y,2,766.42,0,Unpossessed,119,1891.91,2,Rural,1,172346.09,119309.27
M,57,1819.88,Low,Working,,Semi-Urban,48055.36,259.97,N,Y,1,761.09,1,Active,381,1819.88,4,Semi-Urban,1,66529.75,36041.52
M,65,1343.21,High,Pensioner,,Urban,242106.2,862.54,N,Y,2,689.69,1,Active,999,1343.21,4,Rural,1,376156.86,0
M,29,1347.15,Low,Commercial associate,Accountants,Rural,122576.51,381.08,N,N,3,858.52,0,Active,542,1347.15,4,Rural,1,194210.29,85803.56
F,65,1755.41,High,Pensioner,,Semi-Urban,77051.52,282.34,N,Y,,804.58,0,Active,401,1755.41,1,Urban,0,115077.51,61641.22
M,65,1536.4,High,Pensioner,,Rural,79150.58,368.8,N,Y,2,834.26,0,Unpossessed,82,1536.4,2,Urban,0,129575.9,0
M,41,1809.2,Low,Working,Drivers,Semi-Urban,66423.8,232.4,N,N,2,651.49,1,Unpossessed,868,1809.2,1,Rural,1,82259.65,43175.47
F,34,1290.17,Low,Commercial associate,Core staff,Semi-Urban,87170.97,535.66,N,Y,1,757.42,1,Active,250,1290.17,4,Semi-Urban,1,141989.39,65378.23
M,29,1624.87,Low,State servant,Core staff,Semi-Urban,35763.28,402.49,N,N,4,667.81,0,Inactive,35,1624.87,3,Urban,0,55118.38,0
F,60,4549.67,High,Pensioner,,Semi-Urban,271358.37,897.84,Y,N,2,838.86,0,Active,622,4549.67,3,Semi-Urban,1,459013.6,203518.78
F,31,1543.58,Low,Working,,Semi-Urban,91015.1,403.14,Y,N,4,692.05,0,Unpossessed,68,1543.58,4,Rural,1,137839.76,59159.82
M,36,1555.95,Low,Commercial associate,Laborers,Semi-Urban,93353.86,264.21,Y,N,2,624.11,0,Active,658,1555.95,3,Rural,1,128896.33,0
M,30,,Low,State servant,,Rural,42406.9,123.31,N,N,6,747.28,1,,166,,2,Rural,1,80542.98,29684.83
M,35,814.85,Low,Working,Cooking staff,Semi-Urban,18369.82,92.35,N,Y,3,700.12,1,Inactive,918,814.85,1,Urban,1,24740.71,0
F,65,,High,Pensioner,,Semi-Urban,156691.66,498.53,N,Y,,853.36,0,Unpossessed,932,,2,Urban,1,239275.28,125353.33
M,36,,Low,Working,,Semi-Urban,132263.08,500.43,N,N,1,646.05,1,,320,,3,Urban,1,250293.24,0
M,60,1243.57,High,Pensioner,,Semi-Urban,20881.63,212.79,N,Y,1,837.24,0,Active,267,1243.57,2,Rural,0,36671.55,15661.22
M,32,,Low,Working,Low-skill Laborers,Semi-Urban,86512.45,664.35,Y,N,2,769.62,0,Inactive,512,,2,Semi-Urban,1,-999,69209.96
F,55,1823.02,Low,Working,Core staff,Semi-Urban,164010.97,434.33,Y,N,5,724.22,0,Inactive,928,1823.02,4,Rural,0,271574.48,0
F,34,,Low,Commercial associate,High skill tech staff,Rural,183744.55,508.45,Y,Y,4,676.99,1,Unpossessed,936,,1,Semi-Urban,1,333598.63,128621.18
M,18,2166.32,,Working,Core staff,Rural,130058.94,552.02,Y,Y,4,672.13,0,Unpossessed,598,2166.32,2,Semi-Urban,1,238364.73,91041.26
F,55,2637.19,Low,Working,Core staff,Semi-Urban,70937.57,352.1,Y,Y,2,738.81,0,Inactive,632,2637.19,3,Urban,1,128887.36,46109.42
M,18,1938.47,Low,Commercial associate,High skill tech staff,Semi-Urban,130838.83,357.45,Y,Y,3,719.94,0,Unpossessed,570,1938.47,1,Urban,1,223365.42,85045.24
M,18,3283.29,Low,Commercial associate,Private service staff,Semi-Urban,73359.62,471.91,N,Y,1,733.54,0,Active,357,3283.29,4,Urban,1,95540.84,51351.73
F,18,,Low,Commercial associate,Sales staff,Rural,8160.28,76.68,N,Y,2,789.6,0,Inactive,907,,1,Rural,1,11342.51,6120.21
M,44,2544.22,Low,Working,Cooking staff,Rural,33199.79,176.87,N,Y,1,,0,Active,274,2544.22,1,Semi-Urban,1,59519.9,21579.86
M,57,4464.23,Low,State servant,Core staff,Semi-Urban,69899.17,410.46,N,Y,1,625.96,1,Active,590,4464.23,3,Urban,1,91708.33,0
F,34,1638.46,,Working,Core staff,Semi-Urban,7014.71,83.57,N,Y,2,689.79,0,Active,954,1638.46,4,Rural,1,9767.87,4910.3
M,47,2062.3,Low,Working,Laborers,Semi-Urban,25513.52,141.3,Y,Y,3,717.61,0,Active,240,2062.3,2,Rural,1,38246.02,16583.79
F,45,1283.1,Low,Working,Laborers,Semi-Urban,45021.53,260.8,N,N,3,688.1,0,Inactive,523,1283.1,3,Urban,1,64676.1,29263.99
F,41,2720.78,Low,Working,,Semi-Urban,188420.61,692.45,N,N,2,759.96,0,Active,541,2720.78,4,Urban,1,257595.59,150736.49
M,60,,High,Pensioner,,Rural,36535.68,170.09,N,Y,2,848.1,0,Active,123,,2,Semi-Urban,0,43504.8,27401.76
M,34,1704.99,Low,Working,Laborers,Semi-Urban,52513.44,406.35,Y,N,4,636.67,0,Active,138,1704.99,2,Rural,1,94528.13,0
F,40,4864.41,Low,Commercial associate,,Semi-Urban,111766.99,588.7,N,N,2,675.48,0,Inactive,797,4864.41,2,Semi-Urban,1,202610.97,0
F,18,4187.27,Low,Working,High skill tech staff,Semi-Urban,138488.67,698.36,Y,Y,2,,0,Unpossessed,451,4187.27,2,Urban,1,158988.47,-999
F,64,4076.83,High,Pensioner,,Semi-Urban,74627.36,370.7,Y,Y,2,779.18,1,Unpossessed,522,4076.83,3,Semi-Urban,0,95485.55,0
M,65,,High,Pensioner,,Semi-Urban,139172.37,405.69,N,N,,852.64,1,Active,909,,4,Rural,1,241650.46,111337.9
M,29,2495.98,Low,Working,Security staff,Semi-Urban,62860.17,654.58,Y,Y,2,741.62,0,Active,197,2495.98,3,Semi-Urban,1,102567.51,40859.11
M,44,1655.62,Low,Commercial associate,Drivers,Rural,38592.78,231.9,N,Y,1,,0,Active,906,,2,,1,68025.53,25085.31
F,18,2346.79,Low,Working,Laborers,Semi-Urban,94909.08,-999,N,N,2,803.5,0,Inactive,515,2346.79,4,Urban,1,168887.72,71181.81
F,18,1376.95,Low,Working,Private service staff,Semi-Urban,28154.22,124.62,N,Y,1,704.7,0,Unpossessed,993,1376.95,1,Urban,1,52418.42,19707.95
M,65,1389.42,High,Pensioner,,Semi-Urban,11569.32,67.11,N,Y,2,753.36,0,Active,101,1389.42,1,Urban,0,15680.27,-999
M,18,3266.94,Low,Commercial associate,Sales staff,Rural,26232.24,187.33,N,Y,4,740.31,0,Unpossessed,144,3266.94,1,Urban,1,42841.8,18362.57
F,26,1823.63,Low,Working,,Semi-Urban,109219.27,569.67,Y,Y,1,646.44,0,Active,171,1823.63,1,Rural,1,203412.74,0
M,29,5507.48,Low,Working,Private service staff,Semi-Urban,68384.71,602.22,N,Y,4,673.17,0,Unpossessed,300,5507.48,4,Urban,1,106385.91,44450.06
M,32,3379.72,Low,Commercial associate,Sales staff,Rural,74689.04,386.86,N,Y,1,630.29,0,Active,513,3379.72,4,Urban,0,127131.66,0
M,31,1862.29,Low,Working,Laborers,Semi-Urban,101225.45,442.2,Y,Y,1,700.43,0,Active,810,1862.29,4,Rural,0,163710.37,0
F,61,2780.23,Low,Commercial associate,Sales staff,Semi-Urban,67882.71,268.26,N,Y,2,753.76,0,Inactive,881,2780.23,3,Rural,1,85574.12,47517.9
M,30,3420.53,Low,Commercial associate,Laborers,Semi-Urban,75703.03,748.1,Y,Y,3,816.74,0,Active,320,3420.53,3,Urban,1,92704.99,52992.12
M,18,3747.67,Low,Commercial associate,Sales staff,Urban,242883.03,915.37,N,Y,2,757.23,0,Unpossessed,957,3747.67,2,Rural,1,442550.13,170018.12
M,27,,Low,Commercial associate,Managers,Rural,38208.36,188.4,Y,Y,2,788.97,0,Inactive,462,,3,Semi-Urban,1,67677.71,30566.69
F,62,1365.6,High,Pensioner,,Semi-Urban,41863.43,226.77,Y,Y,2,669.93,0,Active,685,1365.6,3,Urban,1,54670.65,29304.4
M,45,2126.17,Low,Working,High skill tech staff,Semi-Urban,98058.51,275.16,Y,N,3,726.49,0,Inactive,50,2126.17,1,Rural,1,110434.27,68640.96
F,52,1359.18,Low,Working,Accountants,Rural,52788.42,246.32,Y,Y,3,742.18,1,Active,843,1359.18,2,Urban,1,79651.85,34312.47
M,64,3530.09,Low,Working,Accountants,Semi-Urban,138475.81,565.13,Y,Y,3,858.89,0,Inactive,842,3530.09,4,Rural,1,235480.21,103856.86
M,26,,Low,Working,Sales staff,Rural,169352.61,617.65,Y,Y,2,704.54,0,Unpossessed,948,,3,Rural,1,216004.85,110079.2
F,19,1169.18,Low,Working,Cooking staff,Urban,37000.97,139.07,Y,N,2,757.96,0,Inactive,598,1169.18,2,Semi-Urban,1,66461.18,25900.68
F,42,1521.22,Low,Working,Sales staff,Semi-Urban,64997.54,,Y,N,3,615.8,0,Active,394,1521.22,2,Urban,1,93662.49,0
